x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,shape
-9.870195057920654,28.3837307984989,2.33120891148598,16.018035676297345,7.048079082053183,6.927911387323366,4.596556312917006,1.3262907970751203,-5.281414424252681,-1.3764703671050995,-22.643918960261793,-0.8036606980577474,parabola
-76.19931666044866,-77.34270854499404,-34.74268392671992,-29.37858145078225,-3.037690295593814,-9.58996516569832,18.049597935190306,-16.888346581823278,30.73889531624129,-52.0419763745387,33.67655359468965,-115.37111697638197,parabola
33.702102206736875,-35.5949853632529,4.712143822305601,-19.512675158646076,-8.81204474104095,-5.404093719436074,-7.334854579440444,6.170892378864628,9.299208008328227,16.430702725550837,41.39904041718162,24.71678430684023,parabola
-50.30230266209425,-160.99041654260284,-35.79243108508339,-59.17161215673874,-9.879244769782616,-4.357911335491433,25.300602506094123,4.176627267967189,73.45025256106018,-32.66962386178828,133.00321735431612,-116.52097855616054,parabola
-92.15367284866397,103.15445240011155,-33.99386033230539,57.5342361713068,-9.188759527082631,21.707846965213136,-16.518715484560566,-3.2556905007897097,-56.755302516052666,-19.984117012596766,-130.34660125868058,-26.91871650169276,parabola
62.781696421263945,-112.69700383806754,13.453941997447041,-59.42537833885079,-5.043917409828937,-20.828847054382226,5.939306412329929,2.245051649452389,47.55974228730879,12.225149215161963,120.01007317882858,7.530152566123331,parabola
-10.49356478598925,-188.62088875167683,-22.75724818648687,-79.88776852812006,-10.71751356000425,-16.51488886866204,23.231275282644702,1.6744239853266674,82.66267506173882,-23.405165455207772,166.39749286781318,-93.84499545984089,parabola
88.45721692422953,96.96135516841866,47.48868105414641,30.748657053417418,12.878824051869692,0.5978187981937899,-14.110813798987543,5.356820150850352,-36.32124700904184,45.526608622193066,-52.17300135128974,121.75825695331338,parabola
32.691101473772186,3.4289342016649123,14.004156948498023,3.4056508491466477,3.4760452584861508,6.648671446856701,1.0314580666365727,12.754955048580234,6.4130704053861765,22.367268349235513,19.953515579398072,35.24588560011911,parabola
-186.23138322948927,-63.355508116544385,-80.85879161132277,-8.865869582145812,-12.020762237530828,3.460636496502018,19.535227388719576,-23.88278416592169,17.13086038598112,-93.77438637598787,-21.80806886113187,-205.8291210418048,parabola
2.2038868846592017,52.43012139401339,9.669869139464016,25.55590139627705,9.191800836633941,9.120041991634231,1.3794591199360529,3.1745070565764353,-14.589507770282061,7.093450808466001,-38.50252521813506,21.450755153449094,parabola
20.59959826517709,-24.809438057851782,12.811673330935207,-12.292535346428169,10.606719785002495,-3.8862873783731517,13.683241164787793,0.292154235233947,22.36508182605797,0.6826254537201919,36.62989387563732,-3.037558071162165,parabola
136.8230394846931,102.8771570182318,72.48048772549808,33.04198870114299,24.07572348815548,4.923897732936184,-7.1464268452041875,16.852154207541684,-24.472505414934552,70.08236406965482,-25.86079646281249,165.02965128064992,parabola
87.1898214469084,-28.618218555991472,33.42512048546395,-21.824881197372626,4.3298000186919285,-8.630723994372229,-0.4607407415511573,9.832484729336574,18.549230756288058,35.50824062888101,62.228582748799695,67.58481637280701,parabola
-117.5499602455935,-69.92190132427342,-63.0006752338809,-14.361863277872473,-22.59864255404656,7.423246419999122,2.6793960193937956,-3.1649267498481723,15.49428665206548,-47.240927331608816,14.161924952858865,-125.09185626189878,parabola
164.56026054218762,-153.22440503948528,56.93457158576781,-84.24690561290916,8.341357103908031,-26.646983074683877,16.85663282820246,17.534462743795178,83.37674357173475,52.94811034973634,208.92932878982703,76.98418106732666,parabola
